age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
52,Private,441718,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,>50K
85,Private,66579,Doctorate,16,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,33,United-States,>50K
53,Private,368141,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,10,United-States,>50K
28,Private,819394,Doctorate,16,Never-married,Protective-serv,Not-in-family,White,Female,0,0,24,United-States,>50K
56,State-gov,1405566,Masters,14,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,0,3060,44,United-States,>50K
70,Self-emp-inc,476666,Prof-school,14,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,28,United-States,>50K
18,Self-emp-inc,800851,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,53,United-States,<=50K
66,Self-emp-inc,333048,10th,6,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,2005,42,Other,>50K
57,Private,455635,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,65,United-States,<=50K
61,Private,298844,Masters,14,Never-married,Machine-op-inspct,Wife,White,Male,0,0,20,United-States,>50K
25,Private,228824,Masters,14,Never-married,Transport-moving,Not-in-family,White,Female,0,0,60,United-States,>50K
78,Self-emp-not-inc,1444869,11th,7,Separated,Tech-support,Not-in-family,White,Male,0,0,52,United-States,>50K
63,Federal-gov,887377,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,38,United-States,>50K
21,Self-emp-inc,1001776,Masters,14,Never-married,Sales,Other-relative,White,Male,0,2927,57,United-States,>50K
17,Private,1191547,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,38,United-States,>50K
60,Private,719597,Assoc-acdm,12,Never-married,Sales,Husband,White,Male,0,880,58,United-States,<=50K
38,Local-gov,1101737,5th-6th,3,Never-married,Tech-support,Other-relative,White,Female,0,310,30,United-States,<=50K
54,Private,614346,10th,6,Married-civ-spouse,Farming-fishing,Wife,Black,Male,0,0,41,United-States,>50K
35,Private,451538,10th,6,Separated,Sales,Wife,Black,Female,0,797,38,United-States,<=50K
47,Local-gov,252076,10th,6,Married-civ-spouse,Tech-support,Not-in-family,White,Male,54371,0,24,United-States,>50K
83,Self-emp-inc,617204,Some-college,10,Divorced,Sales,Wife,White,Male,0,0,29,United-States,>50K
58,Private,501477,Some-college,10,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,42,United-States,<=50K
42,Local-gov,562228,10th,6,Married-civ-spouse,Protective-serv,Other-relative,White,Male,0,0,37,United-States,<=50K
29,Private,1241858,9th,5,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,43,United-States,>50K
74,Private,464999,11th,7,Never-married,Sales,Husband,Black,Male,0,0,29,United-States,>50K
34,Private,515385,12th,8,Separated,Transport-moving,Husband,White,Male,0,0,27,United-States,>50K
83,Private,143925,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,White,Female,0,0,33,United-States,>50K
19,Private,508989,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42,United-States,>50K
71,Private,1329638,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,37,United-States,>50K
74,Self-emp-not-inc,587234,10th,6,Divorced,Adm-clerical,Own-child,White,Male,0,0,34,United-States,<=50K
79,Private,1292563,Masters,14,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,48,United-States,>50K
68,Private,895916,Masters,14,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,45,United-States,>50K
40,Private,1222573,11th,7,Married-civ-spouse,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
88,Local-gov,707139,HS-grad,9,Never-married,Tech-support,Not-in-family,Black,Male,0,0,39,United-States,>50K
25,Private,525421,Prof-school,14,Married-civ-spouse,Tech-support,Wife,Black,Male,0,0,31,United-States,>50K
53,Private,147368,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,24,United-States,<=50K
69,Self-emp-not-inc,738508,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,96601,0,36,United-States,>50K
40,Private,1286442,HS-grad,9,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,41,United-States,>50K
37,Private,405740,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
56,Private,54004,HS-grad,9,Married-civ-spouse,Protective-serv,Unmarried,White,Female,0,0,36,United-States,<=50K
78,Self-emp-inc,1017845,Masters,14,Never-married,Craft-repair,Wife,White,Male,0,0,25,United-States,>50K
86,Private,1243048,Masters,14,Married-civ-spouse,Transport-moving,Wife,White,Male,0,2618,23,United-States,>50K
85,Private,929244,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,42,United-States,>50K
30,Private,1224406,9th,5,Widowed,Adm-clerical,Husband,White,Male,0,0,49,United-States,>50K
58,Private,507236,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,991,24,Other,>50K
66,Private,903260,9th,5,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,1516,53,United-States,<=50K
77,Private,281421,11th,7,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,26,United-States,>50K
20,Self-emp-inc,1300861,5th-6th,3,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,31,United-States,<=50K
88,Private,450564,Prof-school,14,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,52,United-States,>50K
33,Private,399113,Masters,14,Divorced,Craft-repair,Husband,White,Male,0,0,34,United-States,<=50K
73,Self-emp-not-inc,518600,9th,5,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,0,0,38,United-States,<=50K
64,Private,1215740,Assoc-voc,11,Divorced,Sales,Unmarried,White,Male,0,0,44,United-States,>50K
60,Self-emp-not-inc,425893,12th,8,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,54,United-States,>50K
61,Private,1260796,5th-6th,3,Never-married,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K
49,Private,151811,Masters,14,Separated,Craft-repair,Wife,Black,Male,0,0,41,United-States,<=50K
47,Private,313983,Assoc-voc,11,Divorced,Protective-serv,Wife,Black,Male,0,0,37,United-States,>50K
63,Private,1416422,Some-college,10,Divorced,Craft-repair,Other-relative,White,Female,0,0,23,United-States,>50K
22,Private,567558,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,55,United-States,>50K
88,Private,1062644,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,4,United-States,<=50K
87,Private,1367868,Doctorate,16,Never-married,Craft-repair,Wife,White,Male,0,0,43,United-States,>50K
50,Local-gov,676147,9th,5,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,53,Other,<=50K
69,State-gov,60091,12th,8,Never-married,Protective-serv,Other-relative,White,Male,8021,0,55,United-States,>50K
30,Local-gov,27820,Assoc-voc,11,Never-married,Farming-fishing,Wife,White,Male,0,0,30,United-States,<=50K
32,Private,1096329,Prof-school,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,44,United-States,>50K
59,Private,313340,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,29,United-States,<=50K
89,Private,458382,12th,8,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,31,United-States,>50K
90,Private,1311459,Doctorate,16,Never-married,Sales,Own-child,Black,Female,0,0,53,United-States,<=50K
28,Private,301062,Assoc-acdm,12,Divorced,Adm-clerical,Wife,White,Male,0,0,40,United-States,>50K
86,Private,244073,Some-college,10,Never-married,Sales,Husband,White,Male,0,0,43,United-States,>50K
35,Private,35123,10th,6,Never-married,Farming-fishing,Wife,White,Male,0,0,50,United-States,<=50K
57,Private,470397,Masters,14,Never-married,Craft-repair,Own-child,White,Male,0,0,52,United-States,>50K
69,Private,867703,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,37,Other,>50K
45,Private,220811,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,20,United-States,<=50K
86,Private,28997,Masters,14,Divorced,Transport-moving,Unmarried,White,Male,0,0,36,United-States,>50K
75,Private,195723,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,47,United-States,<=50K
80,Private,1068845,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,21,United-States,<=50K
40,Private,743980,HS-grad,9,Married-civ-spouse,Tech-support,Wife,Black,Male,0,0,34,United-States,>50K
32,Private,415992,Masters,14,Widowed,Protective-serv,Own-child,White,Male,0,0,35,United-States,>50K
68,Private,184114,10th,6,Married-spouse-absent,Transport-moving,Unmarried,White,Female,0,0,42,United-States,<=50K
22,Private,676514,5th-6th,3,Divorced,Protective-serv,Wife,White,Male,0,0,32,Other,>50K
53,Private,565856,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,40,United-States,>50K
20,Self-emp-not-inc,1403560,Masters,14,Separated,Exec-managerial,Own-child,White,Male,44106,0,26,United-States,>50K
54,Private,201698,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Other,<=50K
57,Self-emp-not-inc,1292679,12th,8,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,45,United-States,>50K
30,Local-gov,252358,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Male,0,0,80,Other,>50K
87,Private,52967,10th,6,Never-married,Sales,Other-relative,White,Male,0,0,27,United-States,>50K
67,Private,1268513,12th,8,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,0,35,United-States,>50K
81,Private,890133,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,>50K
68,Private,484846,Assoc-voc,11,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,20,United-States,<=50K
46,Private,843013,Assoc-acdm,12,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,72,United-States,<=50K
73,Private,1069977,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,34,United-States,>50K
46,Private,1140127,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,21,United-States,<=50K
58,Private,754329,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
27,Private,1468179,Masters,14,Divorced,Transport-moving,Husband,White,Male,59962,0,40,United-States,>50K
43,Private,900511,9th,5,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,28,United-States,<=50K
40,Local-gov,544479,9th,5,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,92376,0,32,United-States,>50K
55,Federal-gov,648334,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,48,United-States,<=50K
88,State-gov,293356,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,24,United-States,<=50K
34,Private,632147,5th-6th,3,Married-civ-spouse,Craft-repair,Unmarried,White,Female,53638,0,47,United-States,>50K
61,Private,1155348,5th-6th,3,Married-civ-spouse,Protective-serv,Wife,White,Male,55686,0,32,United-States,>50K
28,Private,231404,HS-grad,9,Divorced,Sales,Other-relative,White,Female,0,0,71,United-States,<=50K
65,Federal-gov,993754,Some-college,10,Widowed,Protective-serv,Unmarried,White,Male,0,4083,58,United-States,>50K
47,Private,914943,10th,6,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,24,United-States,>50K
38,Private,115574,12th,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,>50K
60,Local-gov,300398,Doctorate,16,Never-married,Exec-managerial,Husband,White,Female,37597,0,50,United-States,>50K
80,Self-emp-not-inc,109680,HS-grad,9,Never-married,Exec-managerial,Other-relative,Black,Male,71909,0,4,United-States,>50K
41,Private,182142,HS-grad,9,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,28,United-States,<=50K
67,Private,1302390,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,Black,Female,0,0,34,Other,>50K
23,Private,961992,Prof-school,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,21,United-States,<=50K
22,Self-emp-inc,947472,Masters,14,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,25762,Doctorate,16,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,34,Other,>50K
35,Private,894281,Doctorate,16,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,29,United-States,<=50K
25,Private,1234042,9th,5,Divorced,Prof-specialty,Husband,White,Male,0,0,56,United-States,>50K
52,Private,751109,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,15265,2806,50,United-States,>50K
56,Federal-gov,197056,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,49,United-States,>50K
40,Private,499392,10th,6,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
64,Private,1374984,Bachelors,13,Married-civ-spouse,Protective-serv,Other-relative,White,Male,0,0,43,United-States,>50K
79,Private,668831,Some-college,10,Married-civ-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
85,Private,1297409,HS-grad,9,Separated,Transport-moving,Other-relative,White,Male,0,0,25,United-States,>50K
69,Local-gov,1402384,12th,8,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,27,United-States,>50K
70,Private,1440147,Bachelors,13,Separated,Tech-support,Own-child,White,Female,0,0,53,Other,>50K
58,Federal-gov,155490,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,46,United-States,<=50K
61,Self-emp-not-inc,288201,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,0,1810,33,United-States,<=50K
30,Federal-gov,1091535,Masters,14,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,45,United-States,<=50K
45,Private,1409360,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,26,United-States,>50K
22,Self-emp-not-inc,321737,Masters,14,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,0,0,44,United-States,>50K
23,Private,701341,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,31,United-States,>50K
53,Self-emp-inc,91678,Masters,14,Separated,Machine-op-inspct,Wife,White,Male,0,0,58,United-States,>50K
69,Private,690814,11th,7,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,43,United-States,>50K
34,Private,1294671,Bachelors,13,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,Private,27524,Some-college,10,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,36,Other,>50K
75,Private,874721,HS-grad,9,Never-married,Tech-support,Wife,White,Male,0,0,43,United-States,<=50K
17,Private,153292,HS-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,50,Other,>50K
84,Private,505033,Some-college,10,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,36,United-States,>50K
60,Private,1295430,Masters,14,Separated,Protective-serv,Other-relative,White,Male,0,0,63,United-States,>50K
63,Local-gov,1460065,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,38,United-States,<=50K
51,Private,1270844,Assoc-acdm,12,Divorced,Transport-moving,Unmarried,White,Male,93998,0,46,United-States,>50K
76,Private,226659,11th,7,Divorced,Tech-support,Wife,White,Female,0,0,44,United-States,<=50K
68,Private,1387383,Bachelors,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,11,United-States,>50K
24,Local-gov,252239,Masters,14,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,52,United-States,>50K
57,State-gov,752462,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,68,United-States,>50K
19,State-gov,1407165,HS-grad,9,Never-married,Craft-repair,Wife,White,Male,0,0,44,United-States,>50K
85,Private,621571,12th,8,Divorced,Exec-managerial,Wife,White,Male,0,0,44,United-States,>50K
30,Self-emp-not-inc,500113,Prof-school,14,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,43,United-States,>50K
42,Private,317860,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,27,Other,>50K
86,Private,1044218,11th,7,Widowed,Prof-specialty,Husband,White,Female,0,0,40,United-States,>50K
74,Self-emp-inc,1083325,11th,7,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,3288,42,United-States,>50K
56,Local-gov,1118441,9th,5,Divorced,Sales,Own-child,White,Male,0,0,49,United-States,>50K
67,Local-gov,319990,Bachelors,13,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,45,Other,>50K
21,Private,695245,9th,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,46,Other,>50K
48,Local-gov,619421,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Male,72892,0,35,United-States,<=50K
17,Local-gov,1230322,11th,7,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,53,United-States,>50K
70,Private,866427,Bachelors,13,Never-married,Machine-op-inspct,Unmarried,White,Male,27669,0,57,United-States,>50K
27,Self-emp-inc,507035,12th,8,Never-married,Exec-managerial,Unmarried,White,Male,0,0,43,United-States,>50K
69,Private,891893,HS-grad,9,Divorced,Exec-managerial,Wife,Other,Female,0,0,44,United-States,<=50K
24,Private,1454617,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,32,United-States,<=50K
41,Private,1413326,12th,8,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,47,United-States,>50K
56,Self-emp-inc,479530,11th,7,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,39,United-States,>50K
48,Private,1348122,Prof-school,14,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,34,United-States,<=50K
44,Self-emp-inc,946983,Masters,14,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,36,United-States,>50K
19,State-gov,1334731,10th,6,Divorced,Transport-moving,Other-relative,White,Male,0,0,41,United-States,>50K
78,Private,512998,5th-6th,3,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,41,United-States,<=50K
43,Self-emp-not-inc,116373,11th,7,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,56,United-States,>50K
61,Private,255991,Prof-school,14,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,33,United-States,>50K
41,Local-gov,1304528,10th,6,Divorced,Exec-managerial,Other-relative,White,Female,0,0,45,United-States,>50K
77,Private,716074,Some-college,10,Never-married,Craft-repair,Other-relative,White,Female,89250,0,27,United-States,>50K
60,Private,53194,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,33468,0,27,United-States,<=50K
62,Self-emp-inc,1491698,Doctorate,16,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,4069,17,United-States,>50K
30,Private,526917,Some-college,10,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,52,United-States,<=50K
24,Private,384550,11th,7,Widowed,Craft-repair,Own-child,White,Male,0,0,51,United-States,<=50K
64,Private,957239,Prof-school,14,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,7,United-States,>50K
30,Private,138676,12th,8,Never-married,Craft-repair,Own-child,White,Female,0,0,41,United-States,>50K
81,Federal-gov,514894,11th,7,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,34,United-States,<=50K
23,Private,1176089,Masters,14,Never-married,Protective-serv,Husband,White,Male,0,0,43,United-States,>50K
65,Self-emp-inc,860214,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,41,United-States,>50K
71,Private,1088219,HS-grad,9,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,37,United-States,<=50K
29,Self-emp-not-inc,370736,HS-grad,9,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,0,0,27,United-States,>50K
89,Private,1179888,10th,6,Never-married,Protective-serv,Husband,White,Male,0,0,32,United-States,>50K
72,Private,1048723,5th-6th,3,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,32,United-States,>50K
72,Private,834623,Masters,14,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,35,United-States,>50K
31,Private,1235996,Masters,14,Widowed,Sales,Unmarried,White,Male,0,0,49,Other,>50K
73,Local-gov,1217525,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,60,United-States,>50K
74,Self-emp-not-inc,788999,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,>50K
51,Self-emp-not-inc,765471,10th,6,Separated,Farming-fishing,Other-relative,White,Female,0,0,48,United-States,<=50K
32,Self-emp-not-inc,862841,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,16,United-States,<=50K
24,Local-gov,722393,10th,6,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,19,United-States,>50K
61,Private,1273145,HS-grad,9,Divorced,Protective-serv,Wife,White,Male,0,0,41,United-States,<=50K
56,Private,816585,9th,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,49,United-States,<=50K
70,Local-gov,787606,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,<=50K
30,Private,341048,5th-6th,3,Married-civ-spouse,Protective-serv,Other-relative,White,Female,0,0,34,United-States,<=50K
75,Self-emp-inc,17897,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K
69,Private,942210,12th,8,Married-civ-spouse,Sales,Wife,White,Male,0,0,32,United-States,>50K
43,Private,250397,12th,8,Never-married,Machine-op-inspct,Unmarried,White,Female,78342,0,35,United-States,>50K
63,Private,569633,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,0,0,43,United-States,>50K
22,Private,1211181,11th,7,Never-married,Prof-specialty,Other-relative,White,Male,0,0,45,United-States,<=50K
71,Private,1056638,Prof-school,14,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,26,United-States,>50K
60,Private,910066,Doctorate,16,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,26,United-States,<=50K
34,Private,226718,Bachelors,13,Separated,Sales,Unmarried,White,Male,0,0,50,United-States,>50K
32,Private,1056301,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,>50K
28,Private,582380,10th,6,Divorced,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K
36,Local-gov,586763,Prof-school,14,Never-married,Tech-support,Own-child,White,Male,0,0,25,United-States,<=50K
61,Private,639288,12th,8,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
80,Private,738641,9th,5,Never-married,Adm-clerical,Unmarried,White,Male,80996,0,53,United-States,>50K
75,Private,660555,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,53,United-States,>50K
38,Private,620621,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,33,Other,>50K
63,Private,344709,Doctorate,16,Never-married,Craft-repair,Own-child,White,Male,0,0,14,United-States,<=50K
45,Private,373379,11th,7,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,0,0,48,United-States,>50K
61,Private,239105,11th,7,Separated,Tech-support,Other-relative,Black,Male,0,0,42,United-States,>50K
25,Private,590839,10th,6,Divorced,Adm-clerical,Other-relative,White,Male,94717,0,43,United-States,<=50K
40,Private,1008950,Assoc-acdm,12,Never-married,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,0,0,25,United-States,>50K
31,Self-emp-not-inc,602073,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,38,United-States,>50K
52,Private,1484292,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,41,United-States,<=50K
29,Self-emp-not-inc,1457284,Bachelors,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,58,United-States,>50K
60,Private,1314684,Doctorate,16,Never-married,Prof-specialty,Unmarried,White,Male,0,0,54,United-States,<=50K
87,Private,161979,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,52,United-States,>50K
88,Private,74235,5th-6th,3,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,42,United-States,>50K
52,Private,397265,Doctorate,16,Never-married,Protective-serv,Own-child,White,Male,0,0,29,Other,>50K
77,Private,1449891,10th,6,Married-civ-spouse,Protective-serv,Wife,White,Male,0,936,37,United-States,>50K
56,Private,109250,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,24,United-States,>50K
43,State-gov,332781,Bachelors,13,Never-married,Adm-clerical,Wife,White,Male,0,2587,38,United-States,>50K
17,Private,615690,Prof-school,14,Widowed,Prof-specialty,Unmarried,White,Male,0,0,29,United-States,>50K
50,Private,1260176,5th-6th,3,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,39,United-States,<=50K
84,Local-gov,220801,11th,7,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,39,United-States,>50K
37,Private,45362,5th-6th,3,Separated,Tech-support,Own-child,White,Male,0,0,28,United-States,<=50K
49,Private,787199,Masters,14,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,46,Other,>50K
23,Private,14114,Prof-school,14,Divorced,Machine-op-inspct,Husband,White,Male,0,0,24,United-States,>50K
81,State-gov,63725,11th,7,Never-married,Tech-support,Own-child,White,Male,0,2766,71,United-States,<=50K
19,Self-emp-not-inc,332051,Prof-school,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,54,United-States,>50K
67,Private,662936,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,25,United-States,>50K
70,Self-emp-not-inc,608391,12th,8,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,>50K
90,Private,343813,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,38,United-States,>50K
75,Private,712340,Doctorate,16,Never-married,Farming-fishing,Own-child,Black,Male,77247,0,38,United-States,>50K
22,Private,1104504,Masters,14,Never-married,Transport-moving,Husband,Black,Male,0,0,34,United-States,>50K
45,State-gov,1403077,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,0,0,51,United-States,>50K
33,Private,1349201,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,30,United-States,<=50K
76,Private,990254,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,53,United-States,>50K
38,Private,1258286,Bachelors,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,45865,0,58,United-States,>50K
40,Private,674156,12th,8,Never-married,Transport-moving,Husband,White,Male,0,0,29,United-States,>50K
67,State-gov,536656,Prof-school,14,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,>50K
66,Private,445142,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,48,Other,>50K
27,Federal-gov,1254588,Masters,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,16,United-States,>50K
72,Federal-gov,1200349,Prof-school,14,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,60,United-States,>50K
87,Private,1210891,12th,8,Divorced,Transport-moving,Unmarried,White,Male,0,0,34,United-States,<=50K
58,Self-emp-inc,1049420,11th,7,Never-married,Sales,Other-relative,White,Male,0,0,41,United-States,>50K
55,Private,503715,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,56,Other,>50K
